id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,classification_1,classification_2,classification_3
10.2307_976844,0.070728519,0.001490261,9.60E-04,0.020167149,0.001247526,0.001201473,7.10E-04,0.001739639,5.23E-04,0.001171459,0.002272803,0.122155016,6.71E-04,0.001640442,0.001086715,3.98E-04,0.122056882,0.001031738,0.035771261,0.00106905,0.115154683,8.79E-04,0.001000093,0.001223567,0.451109584,0.001086154,0.00191122,7.40E-04,0.002538923,0.031523457,0.002143571,6.39E-04,5.40E-04,5.77E-04,8.42E-04,24,11,16
10.2307_3135016,0.003326508,0.002698748,0.001738807,0.005331806,0.002259173,0.002175775,0.001286488,0.003150352,9.46E-04,0.033310772,0.004115871,0.002887889,0.001215435,0.002970715,0.001967958,7.21E-04,0.002710176,0.001868399,0.002400303,0.001935967,0.052589526,0.00159105,0.001811091,0.002215786,0.006001662,0.438617846,0.003461073,0.03252864,0.004597795,0.337790708,0.003881842,0.001157167,9.78E-04,0.001044563,0.032714971,25,29,20
10.2307_975901,0.22575963,9.72E-04,6.26E-04,0.00191944,0.012041402,0.034467589,4.63E-04,0.001134121,3.41E-04,0.011991812,0.023937915,0.001039634,4.38E-04,0.023525661,7.08E-04,2.59E-04,9.76E-04,6.73E-04,8.64E-04,6.97E-04,0.288406639,5.73E-04,6.52E-04,7.98E-04,0.024616796,0.0119362,0.001245979,4.82E-04,0.046567616,0.166516409,0.001397455,0.112697625,3.52E-04,3.76E-04,5.49E-04,20,0,29
10.2307_975441,0.001718521,0.001394212,8.98E-04,0.244447396,0.001167121,0.001124036,6.65E-04,0.001627517,4.89E-04,0.001095957,0.002126317,0.001491924,6.28E-04,0.001534714,0.001016675,3.72E-04,0.081964419,9.65E-04,0.001240031,0.001000148,0.011055634,8.22E-04,9.36E-04,0.001144706,0.180342011,0.00101615,0.082352342,6.92E-04,0.002375286,0.126168888,0.002005415,5.98E-04,5.05E-04,5.40E-04,0.242481067,3,34,24
10.2307_975582,0.002219108,0.00180033,0.001159955,0.024363199,0.167957974,0.001451455,8.58E-04,0.002101594,6.31E-04,0.001415197,0.00274569,0.064345587,8.11E-04,0.001981759,0.001312821,4.81E-04,0.001807954,0.001246406,0.001601238,0.00129148,0.05588874,0.042674108,0.001208176,0.001478147,0.004003698,0.001312144,0.002308875,8.93E-04,0.044679902,0.225339585,0.00258957,7.72E-04,6.53E-04,6.97E-04,0.333919506,34,29,4
10.2307_975487,0.002048611,0.001662009,0.001070834,0.003283562,0.001391299,0.001339938,0.02000006,0.001940127,5.83E-04,0.001306466,0.002534736,0.00177849,7.49E-04,0.097868419,0.001211956,4.44E-04,0.059292399,0.442929678,0.001478213,0.001192254,0.013179176,9.80E-04,0.00111535,0.001364579,0.234189499,0.00121133,0.002131482,8.25E-04,0.079662662,0.015948647,0.00239061,7.13E-04,6.02E-04,6.43E-04,9.40E-04,17,24,13
10.2307_976601,0.00125385,0.00101723,6.55E-04,0.084302397,8.52E-04,8.20E-04,4.85E-04,0.024699651,3.57E-04,8.00E-04,0.001551382,0.036356821,4.58E-04,0.001119742,7.42E-04,2.72E-04,0.259655729,7.04E-04,0.189002332,7.30E-04,0.019822398,6.00E-04,6.83E-04,8.35E-04,0.166847581,0.012497493,0.001304571,5.05E-04,0.013489131,0.174346743,0.00146317,4.36E-04,3.69E-04,3.94E-04,5.75E-04,16,18,29
10.2307_976343,0.023514724,0.001838584,0.001184602,0.046129343,0.001539114,0.001482297,8.76E-04,0.00214625,6.45E-04,0.001445268,0.002804032,0.001967441,8.28E-04,0.002023868,0.001340717,4.91E-04,0.044343297,0.00127289,0.001635262,0.34129434,0.142070145,0.00108394,0.001233848,0.001509555,0.00408877,0.001340025,0.002357936,9.12E-04,0.003132354,0.336370023,0.002644594,7.88E-04,6.66E-04,7.12E-04,0.022287828,19,29,20
10.2307_976251,0.003225895,0.002617122,0.001686215,0.00517054,0.002190842,0.002109966,0.001247577,0.033301064,9.18E-04,0.002057257,0.03423738,0.002800542,0.001178673,0.002880863,0.032154432,6.99E-04,0.002628204,0.001811887,0.002327703,0.213599393,0.050998903,0.031788925,0.001756313,0.032394764,0.005820136,0.00190745,0.003356389,0.24326676,0.00445873,0.2368359,0.034010429,0.001122167,9.49E-04,0.001012969,0.001479477,27,29,19
10.2307_3110148,0.001639281,0.001329925,0.123816083,0.064107084,0.154812319,0.016442108,6.34E-04,0.001552472,4.66E-04,0.001045422,0.002028273,0.001423132,0.123558169,0.032203751,9.70E-04,3.55E-04,0.032075359,9.21E-04,0.001182853,9.54E-04,0.179614778,7.84E-04,8.92E-04,0.001091924,0.002957578,9.69E-04,0.001705593,6.60E-04,0.017635664,0.197200785,0.001912946,5.70E-04,4.82E-04,0.031254556,7.52E-04,29,20,4
10.2307_976750,0.002877735,0.002334665,0.001504227,0.031594151,0.001954392,0.001882245,0.00111293,0.056688643,8.19E-04,0.190706772,0.003560606,0.029479938,0.001051463,0.002569941,0.163592362,6.23E-04,0.002344551,0.109542935,0.002076482,0.001674789,0.261347962,0.001376405,0.00156676,0.001916858,0.005191988,0.001701585,0.029975795,0.001158608,0.003977514,0.076366758,0.00335815,0.001001056,8.46E-04,9.04E-04,0.001319802,20,9,14
10.2307_975360,0.00242056,0.001963765,0.001265257,0.003879731,0.001643905,0.00158322,0.046326476,0.002292379,6.89E-04,0.001543669,0.002994946,0.002101395,8.84E-04,0.002161664,0.001432,5.24E-04,0.001972081,0.001359555,0.069832129,0.001408722,0.174438242,0.00115774,0.001317855,0.001612334,0.004367156,0.478029968,0.002518477,9.75E-04,0.026040798,0.155015365,0.002824653,8.42E-04,7.12E-04,7.60E-04,0.00111013,25,20,29
10.2307_975779,0.072143397,0.002009368,0.001294639,0.003969826,0.00168208,0.001619985,9.58E-04,0.002345613,7.05E-04,0.094468351,0.003064495,0.002150194,0.070571585,0.002211863,0.001465254,5.36E-04,0.002017877,0.001391127,0.001787159,0.001441435,0.248155709,0.001184626,0.001348458,0.001649776,0.050912989,0.001464498,0.002576961,0.024219384,0.003423314,0.321170625,0.072556874,8.62E-04,7.28E-04,7.78E-04,0.00113591,29,20,9
10.2307_976478,0.001420891,0.001152749,7.43E-04,0.002277438,9.65E-04,9.29E-04,5.50E-04,0.001345648,4.04E-04,9.06E-04,0.001758061,0.001233538,5.19E-04,0.001268917,8.41E-04,3.08E-04,0.00115763,7.98E-04,0.00102527,8.27E-04,0.009140913,6.80E-04,7.74E-04,9.46E-04,0.002563562,8.40E-04,0.001478369,5.72E-04,0.001963911,0.011061783,0.001658098,0.946376161,4.18E-04,4.46E-04,6.52E-04,31,29,20
10.2307_976411,0.062055875,0.001728406,0.041063895,0.003414742,0.001446882,0.04134375,8.24E-04,0.002017635,6.06E-04,0.001358659,0.002635999,0.021824682,7.78E-04,0.021877727,0.001260374,0.040411748,0.001735726,0.001196611,0.001537268,0.001239885,0.033680829,0.040969265,0.001159909,0.001419094,0.02381889,0.001259723,0.241918321,0.22058429,0.022919787,0.136436643,0.002486116,7.41E-04,0.02060162,6.69E-04,9.77E-04,26,27,29
10.2307_977292,0.003225895,0.002617122,0.001686215,0.095908532,0.062682836,0.002109966,0.001247577,0.003055067,9.18E-04,0.002057257,0.03423738,0.002800542,0.001178673,0.03312686,0.001908435,6.99E-04,0.002628204,0.001811887,0.002327703,0.001877412,0.111490898,0.001542927,0.001756313,0.002148767,0.036066133,0.00190745,0.003356389,0.001298781,0.216180711,0.297327894,0.003764432,0.001122167,0.031194601,0.031258966,0.001479477,29,28,20
10.2307_977383,0.068032292,0.14769783,0.040709558,0.042244278,9.65E-04,9.29E-04,5.50E-04,0.027990208,4.04E-04,9.06E-04,0.001758061,0.001233538,0.013841443,0.001268917,0.014162877,3.08E-04,0.00115763,7.98E-04,0.00102527,0.014149213,0.275586515,6.80E-04,0.027418153,9.46E-04,0.242364603,0.040807004,0.001478369,5.72E-04,0.001963911,0.011061783,0.001658098,4.94E-04,0.013740106,4.46E-04,6.52E-04,20,24,1
10.2307_976729,0.001718521,0.001394212,8.98E-04,0.002754487,0.001167121,0.001124036,6.65E-04,0.066078959,4.89E-04,0.001095957,0.002126317,0.001491924,0.032853632,0.307679066,0.001016675,3.72E-04,0.001400116,9.65E-04,0.001240031,0.001000148,0.059394216,0.01693482,9.36E-04,0.001144706,0.003100544,0.017129011,0.001788039,6.92E-04,0.09905245,0.126168888,0.002005415,5.98E-04,5.05E-04,0.064991078,0.178029625,13,34,29
10.2307_976151,0.00128404,0.001041724,0.133102019,0.15856726,8.72E-04,8.40E-04,4.97E-04,0.013255211,3.65E-04,8.19E-04,0.001588736,0.013153899,4.69E-04,0.001146703,7.60E-04,2.78E-04,0.001046135,7.21E-04,9.27E-04,7.47E-04,0.116613023,6.14E-04,6.99E-04,8.55E-04,0.002316656,7.59E-04,0.037453483,5.17E-04,0.00177476,0.058153053,0.001498401,4.47E-04,3.78E-04,4.03E-04,0.446038067,34,3,2
10.2307_976828,0.002088731,0.001694557,0.040259702,0.042515764,0.001418546,0.00136618,0.020391741,0.001978122,5.94E-04,0.001332051,0.002584376,0.334740442,7.63E-04,0.001865327,0.040403587,4.52E-04,0.217125165,0.001173177,0.001507162,0.001215603,0.150524915,9.99E-04,0.001137193,0.001391303,0.062520318,0.001235053,0.002173225,8.41E-04,0.002886978,0.055428881,0.002437428,7.27E-04,6.14E-04,6.56E-04,9.58E-04,11,16,20
10.2307_3110126,0.002219108,0.00180033,0.001159955,0.003556838,0.00150709,0.001451455,8.58E-04,0.002101594,6.31E-04,0.001415197,0.00274569,0.001926506,8.11E-04,0.314077165,0.001312821,4.81E-04,0.001807954,0.001246406,0.001601238,0.00129148,0.03508238,0.001061387,0.001208176,0.001478147,0.440937267,0.001312144,0.002308875,8.93E-04,0.003067181,0.162920503,0.00258957,7.72E-04,6.53E-04,6.97E-04,0.001017739,24,13,29
10.2307_975605,0.017009182,0.001329925,8.57E-04,0.002627478,0.001113305,0.001072207,6.34E-04,0.001552472,4.66E-04,0.016415324,0.002028273,0.585479385,5.99E-04,0.001463948,9.70E-04,3.55E-04,0.001335557,9.21E-04,0.001182853,9.54E-04,0.256464285,7.84E-04,8.92E-04,0.016461826,0.01832748,9.69E-04,0.001705593,6.60E-04,0.002265762,0.02813187,0.032652748,5.70E-04,4.82E-04,5.15E-04,7.52E-04,11,20,30
10.2307_976978,0.002802129,0.002273327,0.001464707,0.030764085,0.001903045,0.001832793,0.00108369,0.37047248,7.97E-04,0.028059775,0.056012593,0.002432652,0.001023838,0.002502422,0.001657736,6.07E-04,0.002282953,0.054119405,0.002021927,0.001630788,0.228208861,0.001340243,0.001525597,0.001866497,0.00505558,0.00165688,0.002915481,0.001128169,0.003873014,0.179451461,0.003269922,9.75E-04,8.24E-04,8.80E-04,0.001285127,7,20,29
10.2307_977143,0.002048611,0.001662009,0.001070834,0.003283562,0.001391299,0.116586643,7.92E-04,0.001940127,5.83E-04,0.001306466,0.002534736,0.00177849,0.212034144,0.155491771,0.001211956,4.44E-04,0.001669047,0.001150643,0.001478213,0.001192254,0.032386961,9.80E-04,0.00111535,0.039780147,0.003696089,0.00121133,0.002131482,0.020032578,0.002831526,0.380896545,0.00239061,7.13E-04,6.02E-04,6.43E-04,9.40E-04,29,12,13
10.2307_976372,0.001567026,0.08942593,8.19E-04,0.031896541,0.001064234,0.015717384,6.06E-04,0.001484044,4.46E-04,9.99E-04,0.001938873,0.001360404,5.73E-04,0.001399421,9.27E-04,3.39E-04,0.001276689,8.80E-04,0.001130716,9.12E-04,0.186390278,7.49E-04,0.309394341,0.001043795,0.017519654,0.089081197,0.001630415,6.31E-04,0.002165894,0.232586017,0.001828628,5.45E-04,4.61E-04,4.92E-04,7.19E-04,22,29,20
10.2307_976392,0.220451198,0.001184304,7.63E-04,0.029713707,0.028365329,9.55E-04,5.65E-04,0.001382483,4.15E-04,9.31E-04,0.001806186,0.001267305,5.33E-04,0.001303652,8.64E-04,3.16E-04,0.001189319,8.20E-04,0.110549041,8.50E-04,0.2831304,6.98E-04,7.95E-04,0.02834629,0.043694626,8.63E-04,0.083640617,0.123770395,0.002017671,0.025051551,0.001703486,5.08E-04,4.29E-04,4.58E-04,6.69E-04,20,0,27
10.2307_976804,0.017831382,0.001394212,8.98E-04,0.325011699,0.001167121,0.001124036,6.65E-04,0.001627517,4.89E-04,0.001095957,0.002126317,0.227071973,6.28E-04,0.001534714,0.001016675,3.72E-04,0.001400116,0.017078102,0.001240031,0.001000148,0.268861404,8.22E-04,9.36E-04,0.001144706,0.003100544,0.00101615,0.001788039,6.92E-04,0.002375286,0.093943167,0.002005415,0.01671067,5.05E-04,5.40E-04,7.88E-04,3,20,11
10.2307_976246,0.002088731,0.001694557,0.001091805,0.003347867,0.001418546,0.00136618,8.08E-04,0.158649709,0.020178204,0.079667845,0.080920169,0.00181332,7.63E-04,0.001865327,0.00123569,4.52E-04,0.001701733,0.001173177,0.001507162,0.020799552,0.09177307,9.99E-04,0.001137193,0.001391303,0.003768473,0.001235053,0.002173225,8.41E-04,0.002886978,0.114180726,0.394116396,7.27E-04,6.14E-04,6.56E-04,9.58E-04,30,7,29
10.2307_976809,0.001936995,0.001571456,0.001012491,0.003104661,0.001315496,0.001266933,0.018910381,0.038156963,5.51E-04,0.001235284,0.002396634,0.001681591,7.08E-04,0.00172982,0.001145924,4.20E-04,0.001578111,0.001087951,0.037720216,0.073772379,0.266718916,9.26E-04,0.001054582,0.001290232,0.003494712,0.455177103,0.020176622,7.80E-04,0.002677253,0.051402246,0.002260361,6.74E-04,5.70E-04,6.08E-04,8.88E-04,25,20,19
10.2307_3109969,0.073942813,0.131570156,8.07E-04,0.002475298,0.001048824,0.001010106,5.97E-04,0.088340728,4.39E-04,9.85E-04,0.001910798,0.001340706,5.64E-04,0.001379158,0.131230886,3.35E-04,0.001258203,0.015347102,0.001114344,8.99E-04,0.154732013,7.39E-04,8.41E-04,0.001028681,0.002786279,9.13E-04,0.074005285,6.22E-04,0.002134532,0.301616719,0.00180215,5.37E-04,4.54E-04,4.85E-04,7.08E-04,29,20,1
10.2307_3109967,0.001836913,0.001490261,0.586538828,0.03739005,0.001247526,0.001201473,7.10E-04,0.001739639,5.23E-04,0.001171459,0.002272803,0.001594705,6.71E-04,0.001640442,0.001086715,3.98E-04,0.001496572,0.001031738,0.001325458,0.00106905,0.097931782,8.79E-04,0.001000093,0.001223567,0.003314145,0.001086154,0.00191122,7.40E-04,0.002538923,0.169306669,0.019366472,6.39E-04,5.40E-04,0.052245517,8.42E-04,2,29,20
10.2307_976346,0.001718521,0.001394212,8.98E-04,0.051093068,0.033392842,0.001124036,6.65E-04,0.001627517,4.89E-04,0.001095957,0.002126317,0.001491924,6.28E-04,0.082099017,0.001016675,3.72E-04,0.049738697,9.65E-04,0.001240031,0.001000148,0.091619937,0.258627729,9.36E-04,0.001144706,0.035326265,0.00101615,0.001788039,6.92E-04,0.002375286,0.238958913,0.002005415,5.98E-04,5.05E-04,0.129442521,7.88E-04,21,29,33
10.2307_3135024,0.001366285,0.487899587,7.14E-04,0.002189914,9.28E-04,0.039324528,5.28E-04,0.014104226,3.89E-04,8.71E-04,0.001690497,0.001186132,4.99E-04,0.001220151,8.08E-04,2.96E-04,0.001113141,7.67E-04,9.86E-04,7.95E-04,0.111271965,0.064704952,0.051985036,9.10E-04,0.002465042,0.128910807,0.001421554,5.50E-04,0.001888436,0.074688135,0.001594375,4.75E-04,4.02E-04,4.29E-04,6.27E-04,1,25,20
10.2307_975859,0.004255618,0.003452522,0.002224464,0.086622376,0.002890171,0.002783479,0.00164581,0.004030261,0.041111433,0.002713945,0.005265453,0.00369449,0.001554912,0.00380045,0.002517618,9.22E-04,0.003467142,0.002390252,0.042971405,0.002476692,0.226880774,0.002035438,0.241721051,0.002834665,0.007677955,0.002516318,0.044328452,0.00171336,0.005881981,0.152832476,0.004966059,0.001480369,0.001251403,0.081137685,0.001951734,22,20,29
10.2307_976149,0.001544336,0.001252897,8.07E-04,0.494784942,0.001048824,0.001010106,5.97E-04,0.001462555,0.043878458,9.85E-04,0.001910798,0.001340706,5.64E-04,0.001379158,9.14E-04,3.35E-04,0.001258203,8.67E-04,0.116951907,8.99E-04,0.009935059,7.39E-04,8.41E-04,0.001028681,0.089664452,9.13E-04,0.001606807,6.22E-04,0.132451791,0.084421288,0.00180215,5.37E-04,4.54E-04,4.85E-04,7.08E-04,3,28,18
10.2307_976433,0.002130454,0.001728406,0.001113614,0.003414742,0.001446882,0.001393469,8.24E-04,0.241719321,6.06E-04,0.001358659,0.002635999,0.001849541,7.78E-04,0.001902587,0.041210655,0.060386888,0.001735726,0.001196611,0.001537268,0.001239885,0.193481953,0.001018984,0.06108533,0.001419094,0.003843749,0.001259723,0.002216635,8.58E-04,0.062870068,0.056536081,0.102361818,7.41E-04,6.26E-04,6.69E-04,0.140803064,7,20,34
10.2307_3110391,0.00128404,0.001041724,6.71E-04,0.00205809,8.72E-04,8.40E-04,0.012535754,0.001216044,3.65E-04,8.19E-04,0.001588736,0.013153899,4.69E-04,0.001146703,7.60E-04,2.78E-04,0.001046135,7.21E-04,9.27E-04,0.036864789,0.212926358,0.012653316,6.99E-04,8.55E-04,0.279217494,7.59E-04,0.001335983,5.17E-04,0.00177476,0.058153053,0.326555906,4.47E-04,3.78E-04,0.024481538,5.89E-04,30,24,20
10.2307_976977,0.002130454,0.001728406,0.001113614,0.003414742,0.041397163,0.02136861,8.24E-04,0.021992776,6.06E-04,0.001358659,0.002635999,0.001849541,7.78E-04,0.001902587,0.061185795,4.61E-04,0.021710866,0.001196611,0.001537268,0.001239885,0.053655969,0.001018984,0.001159909,0.161220218,0.003843749,0.001259723,0.002216635,8.58E-04,0.002944646,0.136436643,0.002486116,7.41E-04,6.26E-04,6.69E-04,0.440430171,34,23,29
10.2307_976771,0.00169127,0.22337505,8.84E-04,0.081997574,0.03286332,0.001106212,6.54E-04,0.001601709,4.81E-04,0.001078578,0.0020926,0.01732562,6.18E-04,0.01736773,0.001000553,3.66E-04,0.001377913,9.50E-04,0.001220367,9.84E-04,0.153596501,8.09E-04,9.21E-04,0.016983908,0.034766084,0.001000037,0.001759686,6.81E-04,0.00233762,0.187597597,0.001973614,5.88E-04,4.97E-04,5.31E-04,0.206921253,1,34,29
10.2307_976545,0.002366844,0.068494794,0.001237179,0.025985169,0.001607424,0.001548085,9.15E-04,0.468263757,6.73E-04,0.001509413,0.025120019,0.002054762,8.65E-04,0.024305229,0.001400222,5.13E-04,0.001928318,0.001329385,0.00170784,0.00137746,0.126184118,0.001132048,0.00128861,0.001576554,0.004270243,0.001399499,0.069037195,9.53E-04,0.025462913,0.040617658,0.00276197,8.23E-04,6.96E-04,0.08950936,0.001085495,7,20,33
10.2307_975569,0.002802129,0.002273327,0.001464707,0.030764085,0.290903482,0.001832793,0.00108369,0.002653741,7.97E-04,0.001787008,0.003467059,0.002432652,0.001023838,0.002502422,0.001657736,6.07E-04,0.002282953,0.001573871,0.002021927,0.001630788,0.175663327,0.001340243,0.001525597,0.001866497,0.00505558,0.00165688,0.002915481,0.001128169,0.003873014,0.310815296,0.003269922,9.75E-04,0.132187827,8.80E-04,0.001285127,29,4,20
10.2307_976994,0.001718521,0.001394212,8.98E-04,0.034980208,0.001167121,0.001124036,6.65E-04,0.001627517,4.89E-04,0.033321678,0.163254924,0.001491924,6.28E-04,0.275453344,0.001016675,3.72E-04,0.243093025,9.65E-04,0.065691473,0.001000148,0.139958519,8.22E-04,9.36E-04,0.001144706,0.003100544,0.00101615,0.001788039,6.92E-04,0.002375286,0.013378864,0.002005415,5.98E-04,5.05E-04,5.40E-04,7.88E-04,13,16,10
10.2307_3109970,0.002597406,0.002107238,0.074417544,0.004163183,0.001764008,0.001698889,0.001004516,0.00245986,7.39E-04,0.00165645,0.003213756,0.002254923,9.49E-04,0.05102616,0.098949752,5.63E-04,0.002116161,0.366758124,0.001874206,0.001511643,0.016709695,0.001242325,0.001414137,0.001730131,0.029039503,0.001535829,0.027055759,0.001045745,0.003590052,0.288107178,0.003031022,9.04E-04,7.64E-04,8.16E-04,0.001191236,17,29,14
10.2307_976575,0.001366285,0.001108447,0.02633476,0.040620793,9.28E-04,8.94E-04,5.28E-04,0.039724813,3.89E-04,8.71E-04,0.01450079,0.001186132,4.99E-04,0.001220151,8.08E-04,2.96E-04,0.001113141,7.67E-04,0.077847627,7.95E-04,0.149702844,6.53E-04,7.44E-04,9.10E-04,0.540497354,8.08E-04,0.001421554,5.50E-04,0.053129609,0.010636669,0.001594375,4.75E-04,4.02E-04,4.29E-04,0.026247199,24,20,18
10.2307_975760,0.00380067,0.003083429,0.001986657,0.077361987,0.002581196,0.00248591,0.001469864,0.074869588,0.001081312,0.00242381,0.147242915,0.00329953,0.001388684,0.003394162,0.002248471,8.23E-04,0.003096486,0.002134721,0.002742443,0.002211921,0.024450564,0.001817839,0.073339428,0.002531625,0.006857141,0.002247311,0.467210607,0.001530192,0.005253166,0.029588603,0.040070253,0.00132211,0.001117621,0.001193455,0.001743084,26,10,3
10.2307_977006,0.06216344,0.001309794,8.44E-04,0.002587705,0.091919914,0.001055977,6.24E-04,0.001528972,4.59E-04,0.016166841,0.017134814,0.092225051,5.90E-04,0.001441788,9.55E-04,3.50E-04,0.00131534,0.031181284,0.031439435,0.031214077,0.02552347,7.72E-04,0.016016227,0.001075395,0.002912809,9.55E-04,0.001679775,6.50E-04,0.168741143,0.390999874,0.001883989,5.62E-04,4.75E-04,5.07E-04,7.40E-04,29,28,11
10.2307_976784,0.001972824,0.001600524,0.001031219,0.151139717,0.075328643,0.001290368,7.63E-04,0.001868353,0.037555687,0.001258134,0.002440965,0.001712696,7.21E-04,0.057253427,0.00116712,0.055918934,0.001607301,0.001108076,0.001423527,0.001148148,0.27165247,9.44E-04,0.001074089,0.001314097,0.003559355,0.001166518,0.002052629,7.94E-04,0.113709996,0.126341858,0.002302171,6.86E-04,5.80E-04,6.19E-04,0.074893601,20,3,29
10.2307_977010,0.002048611,0.001662009,0.001070834,0.022491346,0.001391299,0.001339938,7.92E-04,0.001940127,5.83E-04,0.135760954,0.002534736,0.193856331,7.49E-04,0.001829498,0.001211956,4.44E-04,0.020876831,0.001150643,0.001478213,0.001192254,0.224464802,0.020187623,0.00111535,0.001364579,0.003696089,0.00121133,0.002131482,8.25E-04,0.02203931,0.323273193,0.00239061,7.13E-04,6.02E-04,6.43E-04,9.40E-04,29,20,11
10.2307_976529,0.104085274,0.001763635,0.001136312,0.003484342,0.347975122,0.001421871,8.41E-04,0.042823318,6.18E-04,0.001386352,0.043454286,0.042651798,0.021176568,0.124235042,0.001286063,4.71E-04,0.001771104,0.001221001,0.001568601,0.001265157,0.136278718,0.021422033,0.001183551,0.001448019,0.003922093,0.001285399,0.002261815,8.75E-04,0.003004665,0.078070695,0.002536789,7.56E-04,6.39E-04,6.83E-04,9.97E-04,4,20,13
10.2307_976768,0.002048611,0.251363202,0.001070834,0.041699131,0.001391299,0.039755507,7.92E-04,0.001940127,5.83E-04,0.001306466,0.002534736,0.00177849,7.49E-04,0.05945285,0.001211956,4.44E-04,0.001669047,0.001150643,0.001478213,0.001192254,0.205257018,0.020187623,0.173985408,0.001364579,0.061319442,0.00121133,0.002131482,8.25E-04,0.002831526,0.092779784,0.021598394,7.13E-04,6.02E-04,6.43E-04,9.40E-04,1,20,22
10.2307_976412,0.002366844,0.135069401,0.001237179,0.336666669,0.001607424,0.001548085,9.15E-04,0.046624579,6.73E-04,0.001509413,0.002928483,0.046437833,8.65E-04,0.002113694,0.045783293,5.13E-04,0.001928318,0.001329385,0.00170784,0.178909746,0.081801047,0.001132048,0.00128861,0.001576554,0.004270243,0.001399499,0.002462588,9.53E-04,0.003271377,0.018426122,0.00276197,8.23E-04,6.96E-04,7.43E-04,0.067660102,3,19,1
10.2307_977279,0.260180435,0.001490261,9.60E-04,0.020167149,0.001247526,0.018424374,7.10E-04,0.001739639,5.23E-04,0.052840163,0.002272803,0.036040508,6.71E-04,0.001640442,0.069978321,3.98E-04,0.001496572,0.01825464,0.001325458,0.00106905,0.011817275,8.79E-04,0.001000093,0.001223567,0.089428652,0.001086154,0.00191122,7.40E-04,0.260882445,0.048746358,0.002143571,0.069530599,5.40E-04,0.017799714,8.42E-04,28,0,24
10.2307_975310,0.004255618,0.003452522,0.002224464,0.006821005,0.002890171,0.002783479,0.081447181,0.004030261,0.001210747,0.002713945,0.005265453,0.00369449,0.001554912,0.043701135,0.002517618,9.22E-04,0.003467142,0.002390252,0.003070719,0.002476692,0.466284887,0.002035438,0.002316938,0.082636036,0.007677955,0.002516318,0.044328452,0.00171336,0.045782666,0.152832476,0.004966059,0.001480369,0.001251403,0.001336314,0.001951734,20,29,23
10.2307_976444,0.005316222,0.004312975,0.002778855,0.008520967,0.003610472,0.103167025,0.002055987,0.005034701,0.001512495,0.003390327,0.106267568,0.004615248,0.001942434,0.004747616,0.00314507,0.00115152,0.004331238,0.002985961,0.003836018,0.003093945,0.183735207,0.00254272,0.002894376,0.003541133,0.208971159,0.003143447,0.005531275,0.002140371,0.007347915,0.141077169,0.155738475,0.001849314,0.001563283,0.001669356,0.002438155,24,20,30
10.2307_975988,0.001459787,0.096993046,7.63E-04,0.00233978,9.91E-04,9.55E-04,5.65E-04,0.02875641,4.15E-04,9.31E-04,0.001806186,0.056015158,5.33E-04,0.001303652,8.64E-04,3.16E-04,0.001189319,8.20E-04,0.014740299,8.50E-04,0.255756473,6.98E-04,0.206099217,9.72E-04,0.221625148,8.63E-04,0.001518838,5.88E-04,0.002017671,0.093486367,0.001703486,5.08E-04,4.29E-04,4.58E-04,6.69E-04,20,24,22
10.2307_976871,0.001836913,0.001490261,9.60E-04,0.002944248,0.001247526,0.001201473,7.10E-04,0.328974767,5.23E-04,0.001171459,0.002272803,0.001594705,6.71E-04,0.001640442,0.001086715,3.98E-04,0.001496572,0.001031738,0.001325458,0.00106905,0.201269191,8.79E-04,0.001000093,0.001223567,0.020537046,0.001086154,0.00191122,0.069631168,0.002538923,0.324312782,0.019366472,6.39E-04,5.40E-04,5.77E-04,8.42E-04,7,29,20
10.2307_976865,0.002957534,0.002399405,0.001545939,0.004740405,0.002008587,0.001934439,0.001143792,0.14145015,8.41E-04,0.001886115,0.059119034,0.002567566,0.00108062,0.002641205,0.001749673,6.41E-04,0.002409565,0.001661157,0.002134063,0.029451078,0.019026481,0.001414572,0.14025944,0.001970012,0.005335961,0.00174877,0.391295026,0.001190736,0.00408781,0.106214244,0.058910964,0.001028815,8.70E-04,9.29E-04,0.0013564,26,7,22
10.2307_3110348,0.001146064,9.30E-04,5.99E-04,0.130782919,7.78E-04,7.50E-04,4.43E-04,0.001085374,3.26E-04,7.31E-04,0.001418019,9.95E-04,4.19E-04,0.065496475,6.78E-04,0.41932268,9.34E-04,6.44E-04,8.27E-04,6.67E-04,0.061100379,0.075766645,6.24E-04,7.63E-04,0.00206772,6.78E-04,0.022683421,4.61E-04,0.152021031,0.051904218,0.00133739,3.99E-04,3.37E-04,3.60E-04,5.26E-04,15,28,3
