id,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13,topic_14,topic_15,topic_16,topic_17,topic_18,topic_19,topic_20,topic_21,topic_22,topic_23,topic_24,topic_25,topic_26,topic_27,topic_28,topic_29,topic_30,topic_31,topic_32,topic_33,topic_34,classification_1,classification_2,classification_3
10.2307_976342,0.002088731,0.001694557,0.001091805,0.003347867,0.001418546,0.00136618,8.08E-04,0.001978122,5.94E-04,0.001332051,0.002584376,0.040981217,7.63E-04,0.001865327,0.197075174,4.52E-04,0.001701733,0.001173177,0.001507162,0.079551397,0.170108864,9.99E-04,0.001137193,0.295150529,0.003768473,0.001235053,0.002173225,8.41E-04,0.002886978,0.114180726,0.022021376,7.27E-04,0.039782107,6.56E-04,9.58E-04,23,14,20
10.2307_3109966,0.001315721,0.001067425,6.88E-04,0.002108868,8.94E-04,8.61E-04,5.09E-04,0.001246047,3.74E-04,8.39E-04,0.013964136,0.001142235,4.81E-04,0.038183601,7.78E-04,2.85E-04,0.112097764,7.39E-04,9.49E-04,7.66E-04,0.02080053,6.29E-04,0.173423163,8.76E-04,0.014710016,0.025450381,0.001368945,5.30E-04,0.347232205,0.207622254,0.026207774,4.58E-04,3.87E-04,4.13E-04,6.03E-04,28,29,22
10.2307_3110345,0.00169127,0.001372103,8.84E-04,0.002710808,0.001148613,0.001106212,6.54E-04,0.287034068,4.81E-04,0.001078578,0.017949953,0.001468266,6.18E-04,0.001510377,0.001000553,3.66E-04,0.001377913,9.50E-04,0.001220367,9.84E-04,0.232883267,8.09E-04,9.21E-04,0.001126554,0.003051377,0.001000037,0.017617039,6.81E-04,0.00233762,0.01316671,0.398407447,5.88E-04,4.97E-04,5.31E-04,7.76E-04,30,7,20
10.2307_976230,0.003041885,0.002467837,0.001590031,0.004875605,0.230231648,0.059031054,0.001176413,0.002880801,8.65E-04,0.001939908,0.003763708,0.002640795,0.00111144,0.002716534,0.001799575,6.59E-04,0.002478288,0.001708535,0.002194928,0.001770322,0.076610574,0.001454917,0.001656131,0.002026198,0.005488147,0.287005865,0.003164936,0.001224697,0.004204397,0.25184716,0.032070425,0.001058157,8.94E-04,9.55E-04,0.001395086,25,29,4
10.2307_976727,0.00125385,0.00101723,6.55E-04,0.0020097,8.52E-04,8.20E-04,4.85E-04,0.012943552,3.57E-04,8.00E-04,0.001551382,0.001088522,4.58E-04,0.001119742,7.42E-04,2.72E-04,0.365460625,7.04E-04,9.05E-04,0.012485817,0.23143219,6.00E-04,6.83E-04,0.071371786,0.002262187,7.41E-04,0.03657287,5.05E-04,0.001733032,0.233127241,0.00146317,0.012192267,3.69E-04,3.94E-04,5.75E-04,16,29,20
10.2307_977041,0.022556157,0.001763635,0.001136312,0.003484342,0.001476372,0.001421871,8.41E-04,0.002058759,6.18E-04,0.001386352,0.023072006,0.083416357,7.94E-04,0.001941366,0.001286063,4.71E-04,0.001771104,0.001221001,0.001568601,0.021647436,0.136278718,0.062186592,0.001183551,0.001448019,0.003922093,0.001285399,0.022644095,8.75E-04,0.043769223,0.118835253,0.430564656,7.56E-04,6.39E-04,6.83E-04,9.97E-04,30,20,29
10.2307_977328,0.002597406,0.002107238,0.001357696,0.004163183,0.001764008,0.001698889,0.001004516,0.00245986,7.39E-04,0.00165645,0.587692541,0.002254923,9.49E-04,0.002319595,0.123303035,5.63E-04,0.002116161,0.001458884,0.001874206,0.001511643,0.114122826,0.001242325,0.001414137,0.001730131,0.029039503,0.001535829,0.002702476,0.001045745,0.003590052,0.068927633,0.027384304,9.04E-04,7.64E-04,8.16E-04,0.001191236,10,14,20
10.2307_975776,0.001639281,0.17039884,8.57E-04,0.002627478,0.001113305,0.03181201,6.34E-04,0.032292275,0.015836286,0.001045422,0.002028273,0.001423132,5.99E-04,0.001463948,9.70E-04,3.55E-04,0.001335557,9.21E-04,0.001182853,9.54E-04,0.256464285,7.84E-04,8.92E-04,0.001091924,0.002957578,9.69E-04,0.001705593,6.60E-04,0.002265762,0.335529898,0.124872157,5.70E-04,4.82E-04,5.15E-04,7.52E-04,29,20,1
10.2307_976345,0.001869104,0.001516378,9.77E-04,0.002995845,0.001269388,0.001222528,7.23E-04,0.001770126,5.32E-04,0.018716716,0.142510458,0.001622652,6.83E-04,0.10681756,0.00110576,4.05E-04,0.001522799,0.001049819,0.018873415,0.001087785,0.09964801,8.94E-04,0.08864126,0.00124501,0.108520593,0.001105189,0.001944714,0.035801979,0.037632873,0.312471547,0.002181136,6.50E-04,5.50E-04,5.87E-04,8.57E-04,29,10,24
10.2307_977181,9.43E-04,7.65E-04,4.93E-04,0.001511995,6.41E-04,6.17E-04,3.65E-04,8.93E-04,2.68E-04,6.02E-04,0.00116718,8.19E-04,3.45E-04,8.42E-04,5.58E-04,2.04E-04,7.69E-04,5.30E-04,6.81E-04,0.398559917,0.112204913,4.51E-04,0.027047651,6.28E-04,0.054770075,5.58E-04,9.81E-04,3.80E-04,0.027837905,0.352286731,0.001100814,0.009172837,2.77E-04,2.96E-04,4.33E-04,19,29,20
10.2307_975477,0.002535654,0.00205714,0.001325418,0.004064206,0.00172207,0.0492071,0.072303536,0.002401378,7.21E-04,0.001617069,0.003137351,0.002201313,9.26E-04,0.049813049,0.02527439,5.49E-04,0.002065851,0.0014242,0.001829648,0.001475705,0.325378339,0.001212789,0.001380517,0.001688998,0.004574809,0.001499315,0.097735429,0.001020883,0.003504701,0.067288927,0.264476266,8.82E-04,7.46E-04,7.96E-04,0.001162915,20,30,26
10.2307_975517,0.002088731,0.001694557,0.001091805,0.003347867,0.001418546,0.275541457,8.08E-04,0.001978122,5.94E-04,0.001332051,0.002584376,0.197652804,7.63E-04,0.060617172,0.00123569,4.52E-04,0.001701733,0.001173177,0.001507162,0.001215603,0.228860709,9.99E-04,0.001137193,0.0405592,0.003768473,0.001235053,0.002173225,8.41E-04,0.002886978,0.153348623,0.002437428,7.27E-04,6.14E-04,6.56E-04,9.58E-04,5,20,11
10.2307_976993,0.002088731,0.021278506,0.118595496,0.003347867,0.236425926,0.00136618,8.08E-04,0.001978122,5.94E-04,0.079667845,0.002584376,0.00181332,7.63E-04,0.001865327,0.00123569,4.52E-04,0.001701733,0.001173177,0.001507162,0.001215603,0.033021225,9.99E-04,0.001137193,0.001391303,0.003768473,0.001235053,0.002173225,0.020424895,0.081222772,0.231684417,0.022021376,7.27E-04,0.039782107,6.56E-04,0.079293739,4,29,2
10.2307_975578,0.048494338,0.001350685,0.110139008,0.002668492,0.438205723,0.001088944,6.44E-04,0.001576706,0.016083488,0.001061741,0.002059934,0.001445347,6.08E-04,0.0014868,9.85E-04,3.61E-04,0.001356404,9.35E-04,0.063640609,9.69E-04,0.026320304,7.96E-04,9.06E-04,0.001108969,0.003003746,9.84E-04,0.001732217,6.70E-04,0.00230113,0.262718346,0.001942806,5.79E-04,4.90E-04,5.23E-04,7.64E-04,4,29,2
10.2307_975576,0.018123402,0.001417044,0.033666477,0.019176333,0.263214022,0.001142444,6.76E-04,0.00165417,4.97E-04,0.033867378,0.002161139,0.001516357,6.38E-04,0.001559847,0.001033325,3.78E-04,0.001423045,9.81E-04,0.001260338,0.001016527,0.142250583,8.35E-04,9.51E-04,0.001163453,0.00315132,0.001032791,0.001817321,7.03E-04,0.002414185,0.455769857,0.002038257,6.08E-04,5.14E-04,5.48E-04,8.01E-04,29,4,20
10.2307_976635,0.001366285,0.039539327,7.14E-04,0.002189914,0.129030834,8.94E-04,5.28E-04,0.001293933,3.89E-04,8.71E-04,0.001690497,0.001186132,4.99E-04,0.001220151,8.08E-04,2.96E-04,0.013923434,7.67E-04,9.86E-04,0.039226032,0.252185189,0.179997591,7.44E-04,0.013720375,0.040895921,8.08E-04,0.001421554,5.50E-04,0.001888436,0.266842532,0.001594375,4.75E-04,4.02E-04,4.29E-04,6.27E-04,29,20,21
10.2307_976802,0.00226626,0.193074757,0.001184602,0.067377807,0.001539114,0.001482297,0.085870304,0.00214625,6.45E-04,0.213929904,0.002804032,0.001967441,8.28E-04,0.002023868,0.02258918,4.91E-04,0.00184637,0.00127289,0.001635262,0.001318922,0.248312463,0.00108394,0.001233848,0.001509555,0.067834161,0.001340025,0.002357936,9.12E-04,0.003132354,0.060139996,0.002644594,7.88E-04,6.66E-04,7.12E-04,0.001039365,20,9,1
10.2307_975994,0.038259537,0.001571456,0.001012491,0.112072286,0.001315496,0.001266933,7.49E-04,0.001834421,5.51E-04,0.001235284,0.002396634,0.001681591,7.08E-04,0.510245403,0.001145924,4.20E-04,0.001578111,0.001087951,0.001397674,0.001127296,0.012461125,0.091732808,0.019215853,0.001290232,0.003494712,0.001145332,0.002015351,7.80E-04,0.002677253,0.16036987,0.020421632,6.74E-04,5.70E-04,6.08E-04,8.88E-04,13,29,3
10.2307_977204,0.208511731,0.001490261,9.60E-04,0.020167149,0.156253639,0.001201473,7.10E-04,0.01896254,5.23E-04,0.001171459,0.019495704,0.001594705,6.71E-04,0.036086245,0.001086715,3.98E-04,0.20817139,0.121592049,0.001325458,0.00106905,0.08070888,8.79E-04,0.001000093,0.001223567,0.054982849,0.001086154,0.00191122,7.40E-04,0.002538923,0.048746358,0.002143571,6.39E-04,5.40E-04,5.77E-04,8.42E-04,0,16,4
10.2307_976874,0.00380067,0.003083429,0.001986657,0.006091803,0.002581196,0.00248591,0.001469864,0.003599405,0.001081312,0.00242381,0.004702549,0.00329953,0.001388684,0.003394162,0.002248471,0.143363611,0.003096486,0.002134721,0.002742443,0.002211921,0.34516639,0.001817839,0.002069245,0.002531625,0.006857141,0.002247311,0.395940424,0.001530192,0.005253166,0.029588603,0.004435161,0.00132211,0.001117621,0.001193455,0.001743084,26,20,15
10.2307_975475,0.01675171,0.228368445,0.031118389,0.002587705,0.001096453,0.001055977,6.24E-04,0.001528972,4.59E-04,0.001029598,0.001997571,0.00140159,5.90E-04,0.001441788,9.55E-04,3.50E-04,0.031589827,9.07E-04,0.001164948,9.40E-04,0.161758661,7.72E-04,0.137114175,0.001075395,0.002912809,9.55E-04,0.15305221,6.50E-04,0.002231465,0.027706031,0.18353091,5.62E-04,4.75E-04,5.07E-04,7.40E-04,1,30,20
10.2307_976308,0.002597406,0.026460521,0.001357696,0.004163183,0.001764008,0.001698889,0.001004516,0.00245986,7.39E-04,0.00165645,0.003213756,0.002254923,9.49E-04,0.002319595,0.001536622,0.049269176,0.002116161,0.001458884,0.001874206,0.001511643,0.357655652,0.001242325,0.196240399,0.001730131,0.053392786,0.19636209,0.002702476,0.001045745,0.003590052,0.068927633,0.003031022,9.04E-04,7.64E-04,8.16E-04,0.001191236,20,25,22
10.2307_976989,0.0034336,0.00278563,0.001794785,0.230857555,0.002331903,0.00224582,0.001327904,0.003251773,9.77E-04,0.002189718,0.004248375,0.00298086,0.001254564,0.003066353,0.002031313,7.44E-04,0.002797426,0.001928549,0.002477577,0.098578621,0.279636663,0.001642272,0.001869397,0.002287119,0.006194876,0.002030265,0.003572497,0.001382406,0.004745814,0.123311254,0.004006812,0.194355077,0.001009681,0.001078191,0.001574736,20,3,31
10.2307_977340,0.214644242,0.001417044,9.13E-04,0.002799596,0.001186234,0.001142444,6.76E-04,0.00165417,4.97E-04,0.001113905,0.002161139,0.001516357,6.38E-04,0.001559847,0.033786798,3.78E-04,0.017799782,9.81E-04,0.001260338,0.001016527,0.600799211,8.35E-04,9.51E-04,0.001163453,0.00315132,0.001032791,0.001817321,7.03E-04,0.002414185,0.079104913,0.018414994,6.08E-04,5.14E-04,5.48E-04,8.01E-04,20,0,29
10.2307_976166,0.044763188,0.001838584,0.001184602,0.003632416,0.001539114,0.001482297,8.76E-04,0.023394714,6.45E-04,0.596402249,0.002804032,0.001967441,8.28E-04,0.002023868,0.001340717,4.91E-04,0.00184637,0.00127289,0.001635262,0.001318922,0.014579363,0.00108394,0.001233848,0.001509555,0.025337234,0.001340025,0.002357936,0.022160886,0.003132354,0.187630777,0.045141522,7.88E-04,6.66E-04,7.12E-04,0.001039365,9,29,30
10.2307_977229,0.001197536,9.72E-04,6.26E-04,0.069288068,8.13E-04,0.034467589,4.63E-04,0.001134121,3.41E-04,7.64E-04,0.001481705,0.001039634,0.022893764,0.113350499,7.08E-04,0.056399916,9.76E-04,0.258919028,8.64E-04,6.97E-04,0.075072649,0.191450555,0.011880094,7.98E-04,0.002160586,7.08E-04,0.001245979,4.82E-04,0.001655197,0.043007257,0.001397455,0.034100892,3.52E-04,0.067744669,5.49E-04,17,21,13
10.2307_976725,0.001420891,0.001152749,7.43E-04,0.002277438,9.65E-04,9.29E-04,5.50E-04,0.001345648,0.013726532,9.06E-04,0.001758061,0.001233538,5.19E-04,0.001268917,8.41E-04,3.08E-04,0.00115763,7.98E-04,0.00102527,0.120727454,0.035785473,0.147224685,7.74E-04,0.014268735,0.175753203,8.40E-04,0.014800649,5.72E-04,0.001963911,0.437374746,0.014980378,4.94E-04,4.18E-04,4.46E-04,6.52E-04,29,24,21
10.2307_976168,0.002366844,0.001920186,0.001237179,0.070368241,0.001607424,0.001548085,9.15E-04,0.002241507,6.73E-04,0.001509413,0.002928483,0.002054762,8.65E-04,0.002113694,0.001400222,5.13E-04,0.379184425,0.001329385,0.023899375,0.00137746,0.148375654,0.001132048,0.067863217,0.045959625,0.004270243,0.001399499,0.002462588,9.53E-04,0.003271377,0.218149943,0.00276197,8.23E-04,6.96E-04,7.43E-04,0.001085495,16,29,20
10.2307_976543,0.003547816,0.002878292,0.001854487,0.005686524,0.002409473,0.002320526,0.001372076,0.003359941,0.001009374,0.002262557,0.004389694,0.003080016,0.001296296,0.069697025,0.002098883,7.68E-04,0.002890481,0.001992701,0.002559992,0.168386446,0.022823901,0.001696901,0.001931581,0.002363199,0.006400944,0.0020978,0.003691333,0.001428391,0.00490368,0.559849494,0.004140096,0.001234152,0.001043267,0.100907065,0.001627119,29,19,33
10.2307_976922,0.002597406,0.002107238,0.074417544,0.028516466,0.001764008,0.001698889,0.001004516,0.172932838,7.39E-04,0.00165645,0.12498017,0.002254923,9.49E-04,0.05102616,0.001536622,5.63E-04,0.075176009,0.001458884,0.001874206,0.001511643,0.33330237,0.001242325,0.001414137,0.001730131,0.00468622,0.001535829,0.002702476,0.001045745,0.003590052,0.020221068,0.027384304,9.04E-04,0.049470356,8.16E-04,0.001191236,20,7,10
10.2307_3109934,0.003547816,0.002878292,0.001854487,0.005686524,0.002409473,0.002320526,0.33401544,0.003359941,0.001009374,0.002262557,0.004389694,0.003080016,0.001296296,0.036432689,0.002098883,7.68E-04,0.036154817,0.001992701,0.002559992,0.002064764,0.12261691,0.001696901,0.001931581,0.002363199,0.006400944,0.0020978,0.003691333,0.001428391,0.00490368,0.393527812,0.004140096,0.001234152,0.001043267,0.001114056,0.001627119,29,6,20
10.2307_976672,0.00226626,0.001838584,0.001184602,0.003632416,0.001539114,0.001482297,8.76E-04,0.00214625,6.45E-04,0.001445268,0.002804032,0.426936714,8.28E-04,0.002023868,0.001340717,4.91E-04,0.00184637,0.00127289,0.001635262,0.001318922,0.333306317,0.00108394,0.001233848,0.001509555,0.025337234,0.001340025,0.002357936,9.12E-04,0.024380817,0.14513385,0.002644594,7.88E-04,6.66E-04,7.12E-04,0.001039365,11,20,29
10.2307_3135034,0.076148013,0.001290263,8.31E-04,0.002549119,0.001080103,0.001040231,6.15E-04,0.001506173,4.52E-04,0.001014245,0.016879308,0.00138069,5.81E-04,0.001420289,9.41E-04,3.44E-04,0.001295726,8.93E-04,0.001147577,9.26E-04,0.084788973,0.194610489,8.66E-04,0.090528504,0.002869374,0.239524774,0.061300824,0.015551834,0.017109714,0.161496608,0.001855896,5.53E-04,4.68E-04,4.99E-04,0.015640918,25,21,29
10.2307_976748,0.00226626,0.001838584,0.001184602,0.131123197,0.001539114,0.001482297,8.76E-04,0.00214625,6.45E-04,0.001445268,0.002804032,0.001967441,8.28E-04,0.511986995,0.001340717,0.021739347,0.00184637,0.00127289,0.001635262,0.001318922,0.05707629,0.00108394,0.001233848,0.001509555,0.025337234,0.001340025,0.002357936,9.12E-04,0.003132354,0.208879241,0.002644594,7.88E-04,6.66E-04,7.12E-04,0.001039365,13,29,3
10.2307_3110409,0.002173877,0.001763635,0.001136312,0.003484342,0.001476372,0.001421871,8.41E-04,0.002058759,6.18E-04,0.001386352,0.002689727,0.164945474,7.94E-04,0.103852763,0.001286063,4.71E-04,0.001771104,0.001221001,0.001568601,0.001265157,0.156660997,0.001039753,0.02156583,0.001448019,0.309656284,0.001285399,0.002261815,8.75E-04,0.003004665,0.200364371,0.002536789,7.56E-04,6.39E-04,6.83E-04,9.97E-04,24,29,11
10.2307_977168,0.002173877,0.001763635,0.001136312,0.003484342,0.001476372,0.001421871,8.41E-04,0.002058759,6.18E-04,0.001386352,0.002689727,0.022269518,7.94E-04,0.001941366,0.001286063,4.71E-04,0.001771104,0.001221001,0.001568601,0.001265157,0.40124835,0.001039753,0.001183551,0.062594857,0.003922093,0.001285399,0.246849168,8.75E-04,0.003004665,0.159599812,0.002536789,0.061903048,6.39E-04,6.83E-04,9.97E-04,20,26,29
10.2307_976724,0.002730394,0.002215129,0.00142721,0.00437634,0.001854326,0.001785873,0.001055948,0.002585805,7.77E-04,0.00174126,0.259380097,0.002370375,0.026597807,0.002438359,0.001615297,5.91E-04,0.002224509,0.00153358,0.001970166,0.078389578,0.017565237,0.001305932,0.001486542,0.001818714,0.004926156,0.001614464,0.258842639,0.205900723,0.080574403,0.021256394,0.003186211,9.50E-04,8.03E-04,8.57E-04,0.001252228,10,26,27
10.2307_976573,0.002088731,0.001694557,0.020675754,0.003347867,0.021002494,0.00136618,8.08E-04,0.119481812,5.94E-04,0.001332051,0.159255963,0.00181332,7.63E-04,0.001865327,0.00123569,4.52E-04,0.001701733,0.001173177,0.001507162,0.001215603,0.072189122,9.99E-04,0.001137193,0.001391303,0.023352422,0.001235053,0.06092507,8.41E-04,0.002886978,0.114180726,0.296196654,7.27E-04,6.14E-04,0.07899168,9.58E-04,30,10,7
10.2307_976375,0.033471892,0.002617122,0.001686215,0.00517054,0.002190842,0.002109966,0.001247577,0.003055067,9.18E-04,0.002057257,0.003991382,0.002800542,0.001178673,0.002880863,0.001908435,6.99E-04,0.002628204,0.001811887,0.002327703,0.001877412,0.292966881,0.001542927,0.001756313,0.002148767,0.005820136,0.00190745,0.003356389,0.001298781,0.034704727,0.176343905,0.003764432,0.394320132,9.49E-04,0.001012969,0.001479477,31,20,29
10.2307_975865,0.208459556,0.001054418,6.79E-04,0.00208317,0.013068548,8.50E-04,5.03E-04,0.001230862,3.70E-04,8.29E-04,0.001608097,0.001128316,4.75E-04,0.025532426,7.69E-04,2.82E-04,0.001058883,7.30E-04,9.38E-04,7.56E-04,0.069290556,0.09810863,7.08E-04,8.66E-04,0.002344887,7.68E-04,0.001352263,5.23E-04,0.123655134,0.314765067,0.123375406,4.52E-04,3.82E-04,4.08E-04,5.96E-04,29,0,28
10.2307_975486,0.001055342,8.56E-04,5.52E-04,0.001691528,7.17E-04,6.90E-04,4.08E-04,9.99E-04,3.00E-04,6.73E-04,0.00130577,9.16E-04,3.86E-04,0.663900355,6.24E-04,2.29E-04,8.60E-04,5.93E-04,7.62E-04,6.14E-04,0.056263725,5.05E-04,5.75E-04,7.03E-04,0.001904041,0.010518911,0.010992927,4.25E-04,0.031143343,0.206113826,0.001231523,3.67E-04,3.10E-04,3.31E-04,4.84E-04,13,29,20
10.2307_976972,0.0034336,0.00278563,0.001794785,0.005503455,0.002331903,0.00224582,0.001327904,0.003251773,0.065363764,0.002189718,0.004248375,0.00298086,0.001254564,0.003066353,0.002031313,7.44E-04,0.002797426,0.001928549,0.002477577,0.001998293,0.022089121,0.001642272,0.001869397,0.002287119,0.006194876,0.002030265,0.325506925,0.001382406,0.004745814,0.380858797,0.004006812,0.00119442,0.129783452,0.001078191,0.001574736,29,26,32
10.2307_976469,0.001366285,0.001108447,0.192868571,0.002189914,9.28E-04,0.013703941,5.28E-04,0.001293933,3.89E-04,8.71E-04,0.040121377,0.001186132,4.99E-04,0.270236308,8.08E-04,2.96E-04,0.001113141,7.67E-04,9.86E-04,7.95E-04,0.111271965,6.53E-04,7.44E-04,9.10E-04,0.245860611,8.08E-04,0.001421554,5.50E-04,0.065939902,0.010636669,0.027214962,4.75E-04,4.02E-04,4.29E-04,6.27E-04,13,24,2
10.2307_976747,0.037312122,0.03712925,0.145878841,0.001553208,6.58E-04,6.34E-04,3.75E-04,9.18E-04,2.76E-04,6.18E-04,0.001198994,0.00992704,3.54E-04,0.037208476,0.009659055,2.10E-04,0.037132579,5.44E-04,6.99E-04,5.64E-04,0.115263317,4.63E-04,5.28E-04,6.45E-04,0.065348729,0.364003764,0.001008245,3.90E-04,0.001339384,0.125659116,0.001130819,3.37E-04,2.85E-04,3.04E-04,4.44E-04,25,2,29
10.2307_976247,0.028330573,0.002215129,0.00142721,0.081176878,0.001854326,0.001785873,0.001055948,0.002585805,7.77E-04,0.00174126,0.003378302,0.027970555,9.98E-04,0.232839975,0.155216374,5.91E-04,0.002224509,0.00153358,0.001970166,0.001589039,0.068765596,0.001305932,0.001486542,0.001818714,0.158527233,0.001614464,0.002840844,0.001099287,0.003773864,0.20045765,0.003186211,9.50E-04,8.03E-04,8.57E-04,0.001252228,13,29,24
10.2307_3109933,0.001158513,9.40E-04,6.06E-04,0.001856891,7.87E-04,7.58E-04,4.48E-04,0.001097163,3.30E-04,7.39E-04,0.001433422,0.001005756,4.23E-04,0.033621257,6.85E-04,2.51E-04,9.44E-04,6.51E-04,0.066009256,6.74E-04,0.279008431,0.239522913,0.065804053,0.09853165,0.00209018,6.85E-04,0.001205377,4.66E-04,0.06677457,0.117641323,0.012214135,4.03E-04,3.41E-04,3.64E-04,5.31E-04,20,21,29
10.2307_975476,0.060034348,0.048041629,6.55E-04,0.0020097,0.177193036,8.20E-04,0.094533708,0.001187452,3.57E-04,8.00E-04,0.013307481,0.012844622,4.58E-04,0.001119742,7.42E-04,2.72E-04,0.001021538,0.012460349,9.05E-04,7.30E-04,0.184407792,0.024111909,6.83E-04,8.35E-04,0.096310983,7.41E-04,0.001304571,5.05E-04,0.001733032,0.068541847,0.189560763,4.36E-04,3.69E-04,3.94E-04,5.75E-04,30,20,4
10.2307_3110244,0.00128404,0.001041724,6.71E-04,0.00205809,0.012911213,0.422210695,4.97E-04,0.001216044,3.65E-04,8.19E-04,0.02566707,0.001114732,4.69E-04,0.001146703,7.60E-04,2.78E-04,0.001046135,7.21E-04,9.27E-04,0.012786455,0.020299688,0.253436654,6.99E-04,8.55E-04,0.002316656,7.59E-04,0.001335983,5.17E-04,0.00177476,0.190583889,0.001498401,4.47E-04,3.78E-04,0.036520704,5.89E-04,5,21,29
10.2307_975766,0.058547398,0.077013879,0.001050654,0.003221681,0.001365079,0.001314686,7.77E-04,0.001903563,5.72E-04,0.001281844,0.002486967,0.001744973,7.34E-04,0.00179502,0.001189115,4.35E-04,0.058174986,0.001128958,0.001450355,0.001169785,0.107159795,0.03865297,0.001094331,0.001338862,0.342850799,0.001188502,0.002091312,8.09E-04,0.002778163,0.241797659,0.040037154,6.99E-04,5.91E-04,6.31E-04,9.22E-04,24,29,20
10.2307_977144,0.003326508,0.065077449,0.001738807,0.005331806,0.002259173,0.002175775,0.032475838,0.003150352,9.46E-04,0.469961676,0.004115871,0.002887889,0.001215435,0.002970715,0.033157308,7.21E-04,0.002710176,0.001868399,0.002400303,0.001935967,0.114968226,0.00159105,0.001811091,0.002215786,0.006001662,0.001966942,0.003461073,0.00133929,0.004597795,0.213033307,0.003881842,0.001157167,9.78E-04,0.001044563,0.001525621,9,29,20
10.2307_975519,0.122712414,0.03158428,8.44E-04,0.002587705,0.001096453,0.001055977,6.24E-04,0.031803459,0.045871055,0.001029598,0.001997571,0.00140159,5.90E-04,0.137676979,0.046366847,3.50E-04,0.00131534,9.07E-04,0.001164948,0.016076834,0.101209688,7.72E-04,8.79E-04,0.001075395,0.002912809,9.55E-04,0.001679775,6.50E-04,0.002231465,0.28503917,0.001883989,5.62E-04,0.045886479,0.106467666,7.40E-04,29,13,0
10.2307_977249,0.001775746,0.001440637,9.28E-04,0.002846208,0.001205984,0.001161465,6.87E-04,0.001681711,5.05E-04,0.001132451,0.018846521,0.084788601,6.49E-04,0.018235217,0.001050529,3.85E-04,0.001446738,0.017646782,0.034580121,0.017682851,0.227865968,8.49E-04,9.67E-04,0.001182824,0.003203788,0.001049987,0.001847579,7.15E-04,0.00245438,0.180318359,0.368358983,6.18E-04,5.22E-04,5.58E-04,8.14E-04,30,20,29
10.2307_975470,0.064104161,0.313547142,8.70E-04,0.002668492,0.001130684,0.001088944,6.44E-04,0.001576706,4.74E-04,0.001061741,0.017669757,0.001445347,6.08E-04,0.0014868,9.85E-04,3.61E-04,0.016966227,9.35E-04,0.001201317,9.69E-04,0.16680871,7.96E-04,9.06E-04,0.001108969,0.003003746,9.84E-04,0.001732217,6.70E-04,0.00230113,0.091010295,0.29852944,5.79E-04,4.90E-04,5.23E-04,7.64E-04,1,30,20
10.2307_976823,0.038324327,0.025739829,0.025360148,0.002108868,8.94E-04,8.61E-04,5.09E-04,0.087599461,3.74E-04,8.39E-04,0.001627934,0.001142235,0.02515314,0.001174995,7.78E-04,2.85E-04,0.001071945,7.39E-04,9.49E-04,7.66E-04,0.242852167,6.29E-04,0.013052536,8.76E-04,0.014710016,7.78E-04,0.408463612,5.30E-04,0.001818548,0.084260233,0.013871572,4.58E-04,3.87E-04,4.13E-04,6.03E-04,26,20,7
10.2307_976385,0.001211135,0.012338183,6.33E-04,0.001941236,8.23E-04,7.92E-04,4.68E-04,0.001146999,3.45E-04,7.72E-04,0.001498531,0.00105144,4.43E-04,0.001081596,7.17E-04,2.62E-04,9.87E-04,0.034747078,8.74E-04,7.05E-04,0.121347571,5.79E-04,6.59E-04,8.07E-04,0.002185121,0.136983416,0.012615735,0.079976863,0.001673993,0.009428811,0.569193657,4.21E-04,3.56E-04,3.80E-04,5.55E-04,30,25,20
10.2307_977295,0.129065891,0.237667977,0.091818845,0.003104661,0.001315496,0.001266933,7.49E-04,0.001834421,5.51E-04,0.001235284,0.002396634,0.001681591,7.08E-04,0.00172982,0.001145924,4.20E-04,0.019739381,0.001087951,0.001397674,0.001127296,0.266718916,9.26E-04,0.019215853,0.001290232,0.003494712,0.001145332,0.002015351,7.80E-04,0.093483608,0.105886058,0.002260361,6.74E-04,5.70E-04,6.08E-04,8.88E-04,20,1,0
10.2307_975902,0.079530932,0.002215129,0.078227749,0.00437634,0.001854326,0.001785873,0.001055948,0.002585805,7.77E-04,0.00174126,0.003378302,0.002370375,9.98E-04,0.002438359,0.001615297,5.91E-04,0.027824689,0.00153358,0.078770704,0.001589039,0.324767391,0.001305932,0.001486542,0.001818714,0.107326874,0.001614464,0.002840844,0.231500903,0.003773864,0.021256394,0.003186211,9.50E-04,8.03E-04,8.57E-04,0.001252228,20,27,24
10.2307_3109963,0.004624673,0.437361417,0.002417374,0.007412535,0.003140812,0.003024867,0.001788538,0.004379773,0.001315745,0.002949304,0.005722084,0.004014883,0.001689757,0.004130032,0.00273595,0.001001727,0.003767819,0.002597539,0.003337018,0.002691476,0.11647346,0.002211955,0.306044507,0.003080493,0.008343801,0.002734538,0.004811751,0.001861945,0.006392077,0.036003552,0.005396725,0.00160875,0.001359927,0.001452202,0.002120993,1,22,20
